date,Close,High,Low,Open,Volume
2017-12-14 18:20:00,16300.0,16424.0,16165.0,16300.0,30.57544045
2017-12-14 18:25:00,16370.999,16399.0,16250.0,16300.0,6.11703648
2017-12-14 18:30:00,16300.00000001,16394.0,16200.5,16354.63,10.94630129
2017-12-14 18:35:00,16199.72579,16390.0,16172.579,16338.0,33.59973853
2017-12-14 18:40:00,16295.91250001,16300.0,16049.15560752,16199.72579,40.37074455
2017-12-14 18:45:00,16300.0,16300.0,16155.0,16190.6,18.74847568
2017-12-14 18:50:00,16317.4276064,16362.52,16120.0,16300.0,28.88864159
2017-12-14 18:55:00,16200.0,16350.0,16005.0,16323.13836126,45.45206672
2017-12-14 19:00:00,16250.0,16292.999,16080.00000001,16200.0,12.74632001
2017-12-14 19:05:00,16105.0,16252.0,16105.0,16250.0,26.1530475
2017-12-14 19:10:00,16200.0,16264.27508094,16105.0,16179.9971504,23.21598576
2017-12-14 19:15:00,16288.0,16297.0,16000.0,16200.0,69.07795423
2017-12-14 19:20:00,16300.44369266,16360.0,16284.16169689,16285.03,40.02254547
2017-12-14 19:25:00,16350.0,16350.00001,16300.44300686,16300.78959733,10.66968359
2017-12-14 19:30:00,16305.446000000002,16350.001,16300.446000000002,16350.0,17.53528454
2017-12-14 19:35:00,16359.0,16364.64,16204.01248226,16305.446000000002,23.807543
2017-12-14 19:40:00,16360.0,16380.0,16341.67,16359.0,11.23886741
2017-12-14 19:45:00,16389.87443038,16399.4018149,16360.0,16363.25545933,11.78059383
2017-12-14 19:50:00,16400.0,16408.93782528,16370.0,16389.87443038,28.14981195
2017-12-14 19:55:00,16391.85683234,16408.93782528,16388.25469227,16400.0,20.69481353
2017-12-14 20:00:00,16350.00000004,16392.53,16350.0,16391.85683234,12.12710361
2017-12-14 20:05:00,16400.0,16415.0,16350.00000003,16350.00000004,14.10467118
2017-12-14 20:10:00,16428.0,16430.0,16400.0,16400.0,11.10219009
2017-12-14 20:15:00,16330.00000001,16430.0,16330.00000001,16428.0,12.68887611
2017-12-14 20:20:00,16380.0,16401.0,16332.0,16399.40181489,5.24369824
2017-12-14 20:25:00,16411.05084387,16434.11331884,16380.0,16380.0,15.02749881
2017-12-14 20:30:00,16399.00391814,16411.05084387,16363.62,16400.00000002,11.47077218
2017-12-14 20:35:00,16301.57489445,16400.0,16301.57489444,16398.90844334,16.61582719
2017-12-14 20:40:00,16376.13948582,16380.1730754,16301.57489443,16301.659145500002,6.35809127
2017-12-14 20:45:00,16251.00000002,16376.13948582,16251.00000002,16375.15200073,8.18407069
2017-12-14 20:50:00,16255.01,16300.85552597,16202.0,16251.00000002,17.05562278
2017-12-14 20:55:00,16258.73,16277.41223147,16229.0,16255.01,7.48347097
2017-12-14 21:00:00,16199.110583200001,16273.99999998,16163.94460022,16258.73,20.59156845
2017-12-14 21:05:00,16288.1192854,16290.110583200001,16180.0,16199.02550972,21.27198463
2017-12-14 21:10:00,16300.38125454,16338.12545427,16276.77,16290.0,13.6170315
2017-12-14 21:15:00,16201.24999999,16301.09006757,16193.0,16300.73744199,14.35448277
2017-12-14 21:20:00,16251.0,16300.00376649,16201.24999998,16201.24999999,24.9561587
2017-12-14 21:25:00,16183.8,16270.0,16110.0,16270.0,8.7937579
2017-12-14 21:30:00,16118.99999998,16236.9294398,16106.0,16183.8,26.12112355
2017-12-14 21:35:00,16183.8,16299.0,16118.99999998,16118.99999998,10.82183722
2017-12-14 21:40:00,16299.9999,16299.9999,16113.81859885,16183.8,10.48863666
2017-12-14 21:45:00,16200.9999,16320.0,16135.00199999,16299.88,29.24554942
2017-12-14 21:50:00,16267.0,16310.0,16213.33,16310.0,6.0798346500000005
2017-12-14 21:55:00,16332.65,16350.0,16267.0,16267.0,9.71357443
2017-12-14 22:00:00,16373.99999999,16375.0,16315.0,16340.47853393,9.10549313
2017-12-14 22:05:00,16390.0,16390.9899393,16267.0,16373.62713829,13.65472284
2017-12-14 22:10:00,16320.0,16400.11117777,16320.0,16390.9899393,19.32231513
2017-12-14 22:15:00,16397.99,16398.99,16300.989939300001,16320.0,7.41066443
2017-12-14 22:20:00,16398.99,16399.0,16397.0,16397.99,10.00122261
2017-12-14 22:25:00,16371.72183761,16400.0,16371.0,16399.0,6.14560131
2017-12-14 22:30:00,16370.0,16371.00000001,16305.98993932,16371.0,7.67617604
2017-12-14 22:35:00,16350.0,16371.00000001,16316.00000001,16365.0,11.0405132
2017-12-14 22:40:00,16340.0,16397.1,16333.65,16350.0,6.31405812
2017-12-14 22:45:00,16333.65,16350.0,16333.65,16340.0,7.58617553
2017-12-14 22:50:00,16271.0956988,16334.0,16201.35269099,16333.65,13.92880385
2017-12-14 22:55:00,16324.13,16324.13,16201.00000002,16222.282411700002,11.39149443
2017-12-14 23:00:00,16320.00000001,16391.45858739,16300.0,16300.0,11.77078602
2017-12-14 23:05:00,16319.00000001,16320.00000001,16300.0,16320.00000001,12.48752355
2017-12-14 23:10:00,16319.00000001,16320.00000001,16316.0,16319.00000001,10.57638017
2017-12-14 23:15:00,16316.00000001,16320.00000001,16316.0,16319.00000001,9.930185
2017-12-14 23:20:00,16301.0,16319.0,16300.0,16316.00000001,8.02827205
2017-12-14 23:25:00,16316.0,16316.0,16301.0,16301.0,5.86759569
2017-12-14 23:30:00,16320.00000001,16320.00000001,16300.0,16316.0,10.57221992
2017-12-14 23:35:00,16329.79,16346.13226193,16320.0,16320.00000001,4.8501581300000005
2017-12-14 23:40:00,16397.1,16397.1,16321.00000001,16329.79,6.02795512
2017-12-14 23:45:00,16372.45,16400.0,16372.45,16391.45858739,5.46345169
2017-12-14 23:50:00,16336.0,16395.0,16300.0,16372.45,14.12927349
2017-12-14 23:55:00,16393.9,16394.0,16300.00000001,16336.0,5.61529485
2017-12-15 00:00:00,16390.0,16395.0,16310.0,16394.0,12.2965683
